Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
6,2,CSS Frameworks & Intro to Programming: How To Make A Website With Tailwind CSS,Complete the 'Make a Website with Tailwind CSS' challenge,Beginner,10,TRUE,https://leonalkalai.github.io/grocify/
